PA Certification #,Total NPC MW DC,Total NPC MW AC,Fuel Types at Facility,County,State,Zip,Year
PA-402784-SUN-I,0.01344,0.010752,SUN,Dauphin,PA,17111,2017
PA-402733-SUN-I,0.01064,0.008512,SUN,Cumberland,PA,17013,2017
PA-402731-SUN-I,0.01664,0.013312,SUN,Lancaster,PA,17601,2017
PA-402737-SUN-I,0.00728,0.005824,SUN,Chester,PA,19344,2017
PA-402715-SUN-I,0.00468,0.003744,SUN,Berks,PA,19606,2017
PA-402716-SUN-I,0.00364,0.002912,SUN,Montgomery,PA,19038,2017
PA-402736-SUN-I,0.00676,0.005408,SUN,Berks,PA,19518,2017
PA-402717-SUN-I,0.0098,0.00784,SUN,Allegheny,PA,15234,2017
PA-402718-SUN-I,0.0112,0.00896,SUN,Montgomery,PA,19525,2017
PA-402738-SUN-I,0.0104,0.00832,SUN,York,PA,17356,2017
PA-402719-SUN-I,0.010335,0.008268,SUN,Montgomery,PA,19473,2017
PA-402742-SUN-I,0.0156,0.01248,SUN,Chester,PA,19465,2017
PA-402735-SUN-I,0.01204,0.009632,SUN,Chester,PA,19344,2017
PA-402741-SUN-I,0.01144,0.009152,SUN,Chester,PA,19320,2017
PA-402740-SUN-I,0.00988,0.007904,SUN,Chester,PA,19335,2017
PA-402739-SUN-I,0.00624,0.004992,SUN,Chester,PA,19335,2017
PA-402732-SUN-I,0.01092,0.008736,SUN,Montgomery,PA,19462,2017
PA-402730-SUN-I,0.00975,0.0078,SUN,Westmoreland,PA,15601,2017
PA-402734-SUN-I,0.00624,0.004992,SUN,Berks,PA,19611,2017
PA-402720-SUN-I,0.00644,0.005152,SUN,Montgomery,PA,19462,2017
PA-402721-SUN-I,0.00728,0.005824,SUN,Dauphin,PA,17113,2017
PA-402722-SUN-I,0.00546,0.004368,SUN,Allegheny,PA,15045,2017
PA-402724-SUN-I,0.0078,0.00624,SUN,Bucks,PA,19007,2017
PA-402723-SUN-I,0.00754,0.006032,SUN,Cumberland,PA,17013,2017
PA-402725-SUN-I,0.00676,0.005408,SUN,Chester,PA,19330,2017
PA-402726-SUN-I,0.01456,0.011648,SUN,Lebanon,PA,17038,2017
PA-402727-SUN-I,0.01482,0.011856,SUN,Lancaster,PA,17584,2017
PA-402728-SUN-I,0.00598,0.004784,SUN,York,PA,17408,2017
PA-402729-SUN-I,0.00806,0.006448,SUN,Bucks,PA,18966,2017
PA-402706-SUN-I,0.00546,0.004368,SUN,Montgomery,PA,19046,2017
PA-402708-SUN-I,0.00962,0.007696,SUN,Delaware,PA,19015,2017
PA-402711-SUN-I,0.00598,0.004784,SUN,Bucks,PA,18966,2017
PA-402707-SUN-I,0.00546,0.004368,SUN,Chester,PA,19365,2017
PA-402712-SUN-I,0.00598,0.004784,SUN,Montgomery,PA,19426,2017
PA-402702-SUN-I,0.00494,0.003952,SUN,Delaware,PA,19015,2017
PA-402704-SUN-I,0.013,0.0104,SUN,Chester,PA,19363,2017
PA-402701-SUN-I,0.01537,0.012296,SUN,Chester,PA,19352,2017
PA-402710-SUN-I,0.00936,0.007488,SUN,Bucks,PA,19007,2017
PA-402705-SUN-I,0.00832,0.006656,SUN,York,PA,17404,2017
PA-402709-SUN-I,0.0065,0.0052,SUN,York,PA,17331,2017
PA-402703-SUN-I,0.0182,0.01456,SUN,Bucks,PA,18940,2017
PA-402714-SUN-I,0.003465,0.002772,SUN,Montgomery,PA,19001,2017
PA-402713-SUN-I,0.005035,0.004028,SUN,York,PA,17314,2017
PA-402699-SUN-I,0.00896,0.007168,SUN,Montgomery,PA,19095,2017
PA-402668-SUN-I,0.0169,0.01352,SUN,Monroe,PA,18058,2017
PA-402664-SUN-I,0.009275,0.00742,SUN,Delaware,PA,19073,2017
PA-402671-SUN-I,0.0026,0.00208,SUN,Schuylkill,PA,17901,2017
PA-402625-SUN-I,0.00448,0.003584,SUN,Allegheny,PA,15044,2017
PA-402687-SUN-I,0.01768,0.014144,SUN,Dauphin,PA,17036,2017
PA-402682-SUN-I,0.02016,0.016128,SUN,Berks,PA,19540,2017
PA-402624-SUN-I,0.00806,0.006448,SUN,Allegheny,PA,15237,2017
PA-402620-SUN-I,0.01066,0.008528,SUN,Chester,PA,19372,2017
PA-402621-SUN-I,0.00702,0.005616,SUN,Delaware,PA,19064,2017
PA-402622-SUN-I,0.00754,0.006032,SUN,Delaware,PA,19083,2017
PA-402623-SUN-I,0.01378,0.011024,SUN,Montgomery,PA,19446,2017
PA-402695-SUN-I,0.0117,0.00936,SUN,Delaware,PA,19060,2017
PA-402693-SUN-I,0.01066,0.008528,SUN,Chester,PA,19320,2017
PA-402697-SUN-I,0.00676,0.005408,SUN,Montgomery,PA,19426,2017
PA-402637-SUN-I,0.01064,0.008512,SUN,Chester,PA,19380,2017
PA-402638-SUN-I,0.01742,0.013936,SUN,York,PA,17314,2017
PA-402639-SUN-I,0.00936,0.007488,SUN,Montgomery,PA,19403,2017
PA-402640-SUN-I,0.007155,0.005724,SUN,Bucks,PA,18914,2017
PA-402641-SUN-I,0.00476,0.003808,SUN,Bucks,PA,19054,2017
PA-402642-SUN-I,0.0063,0.00504,SUN,Montgomery,PA,19090,2017
PA-402643-SUN-I,0.00442,0.003536,SUN,Montgomery,PA,19454,2017
PA-402645-SUN-I,0.00636,0.005088,SUN,Montgomery,PA,19426,2017
PA-402647-SUN-I,0.01196,0.009568,SUN,Delaware,PA,19014,2017
PA-402646-SUN-I,0.00636,0.005088,SUN,Montgomery,PA,19438,2017
PA-402649-SUN-I,0.01166,0.009328,SUN,Delaware,PA,19061,2017
PA-402648-SUN-I,0.00936,0.007488,SUN,Bucks,PA,18974,2017
PA-402650-SUN-I,0.00832,0.006656,SUN,Bucks,PA,18902,2017
PA-402651-SUN-I,0.00858,0.006864,SUN,Bucks,PA,19007,2017
PA-402652-SUN-I,0.0026,0.00208,SUN,Montgomery,PA,19468,2017
PA-402653-SUN-I,0.01248,0.009984,SUN,Montgomery,PA,19422,2017
PA-402656-SUN-I,0.00676,0.005408,SUN,Delaware,PA,19061,2017
PA-402657-SUN-I,0.01071,0.008568,SUN,Bucks,PA,19021,2017
PA-402659-SUN-I,0.00832,0.006656,SUN,Lancaster,PA,17601,2017
PA-402660-SUN-I,0.0169,0.01352,SUN,Bucks,PA,19020,2017
PA-402661-SUN-I,0.00676,0.005408,SUN,Montgomery,PA,19090,2017
PA-402663-SUN-I,0.00936,0.007488,SUN,Montgomery,PA,19464,2017
PA-402662-SUN-I,0.00832,0.006656,SUN,Delaware,PA,19074,2017
PA-402666-SUN-I,0.00616,0.004928,SUN,Montgomery,PA,19403,2017
PA-402667-SUN-I,0.0208,0.01664,SUN,Dauphin,PA,17034,2017
PA-402669-SUN-I,0.00795,0.00636,SUN,Northampton,PA,18067,2017
PA-402676-SUN-I,0.0027,0.00216,SUN,Cumberland,PA,17015,2017
PA-402672-SUN-I,0.00936,0.007488,SUN,Monroe,PA,18360,2017
PA-402673-SUN-I,0.00624,0.004992,SUN,Allegheny,PA,15136,2017
PA-402674-SUN-I,0.00338,0.002704,SUN,Allegheny,PA,15136,2017
PA-402678-SUN-I,0.00494,0.003952,SUN,Chester,PA,19341,2017
PA-402677-SUN-I,0.01534,0.012272,SUN,Northampton,PA,18020,2017
PA-402680-SUN-I,0.0027,0.00216,SUN,Cumberland,PA,17015,2017
PA-402675-SUN-I,0.00416,0.003328,SUN,Allegheny,PA,15214,2017
PA-402670-SUN-I,0.00468,0.003744,SUN,Allegheny,PA,15216,2017
PA-402681-SUN-I,0.0027,0.00216,SUN,Cumberland,PA,17015,2017
PA-402683-SUN-I,0.0027,0.00216,SUN,Cumberland,PA,17015,2017
PA-402665-SUN-I,0.01638,0.013104,SUN,Monroe,PA,18466,2017
PA-402658-SUN-I,0.01008,0.008064,SUN,Montgomery,PA,19426,2017
PA-402655-SUN-I,0.01204,0.009632,SUN,Dauphin,PA,17032,2017
PA-402654-SUN-I,0.0117,0.00936,SUN,Pike,PA,18324,2017
PA-402644-SUN-I,0.0126,0.01008,SUN,Lancaster,PA,17501,2017
PA-402636-SUN-I,0.00286,0.002288,SUN,Bucks,PA,18960,2017
PA-402635-SUN-I,0.00676,0.005408,SUN,Allegheny,PA,15204,2017
PA-402634-SUN-I,0.00936,0.007488,SUN,Montgomery,PA,19462,2017
PA-402633-SUN-I,0.01378,0.011024,SUN,Schuylkill,PA,17901,2017
PA-402632-SUN-I,0.00676,0.005408,SUN,Allegheny,PA,15106,2017
PA-402631-SUN-I,0.0143,0.01144,SUN,Monroe,PA,18360,2017
PA-402629-SUN-I,0.01248,0.009984,SUN,Perry,PA,17024,2017
PA-402630-SUN-I,0.00676,0.005408,SUN,Allegheny,PA,15235,2017
PA-402628-SUN-I,0.00416,0.003328,SUN,Lebanon,PA,17078,2017
PA-402627-SUN-I,0.0065,0.0052,SUN,Cumberland,PA,17011,2017
PA-402626-SUN-I,0.0084,0.00672,SUN,Cumberland,PA,17013,2017
PA-402679-SUN-I,0.00812,0.006496,SUN,Cumberland,PA,17241,2017
PA-402684-SUN-I,0.01144,0.009152,SUN,Montgomery,PA,19426,2017
PA-402685-SUN-I,0.0052,0.00416,SUN,Allegheny,PA,15217,2017
PA-402686-SUN-I,0.00728,0.005824,SUN,Lancaster,PA,17601,2017
PA-402688-SUN-I,0.00962,0.007696,SUN,Northampton,PA,18067,2017
PA-402689-SUN-I,0.00754,0.006032,SUN,Allegheny,PA,15136,2017
PA-402690-SUN-I,0.00756,0.006048,SUN,Lancaster,PA,17520,2017
PA-402691-SUN-I,0.0156,0.01248,SUN,Delaware,PA,19010,2017
PA-402692-SUN-I,0.01846,0.014768,SUN,Allegheny,PA,15205,2017
PA-402694-SUN-I,0.00884,0.007072,SUN,Allegheny,PA,15216,2017
PA-402696-SUN-I,0.00884,0.007072,SUN,Lancaster,PA,17601,2017
PA-402698-SUN-I,0.00988,0.007904,SUN,Dauphin,PA,17057,2017
PA-402700-SUN-I,0.0338,0.02704,SUN,Lancaster,PA,17557,2017
PA-402598-SUN-I,0.0052,0.00416,SUN,Chester,PA,19352,2017
PA-402609-SUN-I,0.00988,0.007904,SUN,Montgomery,PA,19426,2017
PA-402605-SUN-I,0.00848,0.006784,SUN,Franklin,PA,17201,2017
PA-402614-SUN-I,0.0052,0.00416,SUN,Dauphin,PA,17061,2017
PA-402592-SUN-I,0.0091,0.00728,SUN,Delaware,PA,19317,2017
PA-402590-SUN-I,0.00416,0.003328,SUN,Bucks,PA,19057,2017
PA-402585-SUN-I,0.00884,0.007072,SUN,Montgomery,PA,19462,2017
PA-402584-SUN-I,0.00832,0.006656,SUN,Chester,PA,19355,2017
PA-402586-SUN-I,0.00884,0.007072,SUN,Bucks,PA,19020,2017
PA-402587-SUN-I,0.00676,0.005408,SUN,Bucks,PA,19030,2017
PA-402589-SUN-I,0.00468,0.003744,SUN,Chester,PA,19335,2017
PA-402588-SUN-I,0.00598,0.004784,SUN,Montgomery,PA,19428,2017
PA-402591-SUN-I,0.02288,0.018304,SUN,Chester,PA,19465,2017
PA-402593-SUN-I,0.0078,0.00624,SUN,Bucks,PA,19055,2017
PA-402594-SUN-I,0.0052,0.00416,SUN,Montgomery,PA,19027,2017
PA-402606-SUN-I,0.01248,0.009984,SUN,Montgomery,PA,19401,2017
PA-402595-SUN-I,0.00806,0.006448,SUN,Delaware,PA,19050,2017
PA-402596-SUN-I,0.0143,0.01144,SUN,Montgomery,PA,19403,2017
PA-402597-SUN-I,0.00286,0.002288,SUN,Montgomery,PA,19002,2017
PA-402599-SUN-I,0.00754,0.006032,SUN,Delaware,PA,19026,2017
PA-402600-SUN-I,0.00468,0.003744,SUN,Delaware,PA,19050,2017
PA-402601-SUN-I,0.00754,0.006032,SUN,Delaware,PA,19083,2017
PA-402602-SUN-I,0.00312,0.002496,SUN,Montgomery,PA,19038,2017
PA-402603-SUN-I,0.0078,0.00624,SUN,Delaware,PA,19064,2017
PA-402604-SUN-I,0.00424,0.003392,SUN,Chester,PA,19460,2017
PA-402617-SUN-I,0.00416,0.003328,SUN,Chester,PA,19460,2017
PA-402618-SUN-I,0.0078,0.00624,SUN,Bucks,PA,18914,2017
PA-402619-SUN-I,0.00868,0.006944,SUN,Montgomery,PA,19038,2017
PA-402616-SUN-I,0.00702,0.005616,SUN,Montgomery,PA,19426,2017
PA-402615-SUN-I,0.01378,0.011024,SUN,Montgomery,PA,19468,2017
PA-402612-SUN-I,0.004725,0.00378,SUN,Berks,PA,19608,2017
PA-402613-SUN-I,0.01274,0.010192,SUN,Allegheny,PA,15204,2017
PA-402611-SUN-I,0.00884,0.007072,SUN,Dauphin,PA,17109,2017
PA-402610-SUN-I,0.0039,0.00312,SUN,Dauphin,PA,17111,2017
PA-402608-SUN-I,0.00364,0.002912,SUN,Montgomery,PA,19422,2017
PA-402607-SUN-I,0.01014,0.008112,SUN,Lancaster,PA,17543,2017
PA-402564-SUN-I,0.00494,0.003952,SUN,Montgomery,PA,19038,2017
PA-402563-SUN-I,0.01196,0.009568,SUN,Bucks,PA,19053,2017
PA-402565-SUN-I,0.00442,0.003536,SUN,Bucks,PA,19047,2017
PA-402567-SUN-I,0.00572,0.004576,SUN,Delaware,PA,19018,2017
PA-402566-SUN-I,0.00546,0.004368,SUN,Chester,PA,19320,2017
PA-402568-SUN-I,0.00572,0.004576,SUN,Montgomery,PA,19090,2017
PA-402569-SUN-I,0.01014,0.008112,SUN,Delaware,PA,19026,2017
PA-402570-SUN-I,0.00416,0.003328,SUN,Montgomery,PA,19025,2017
PA-402571-SUN-I,0.00442,0.003536,SUN,Montgomery,PA,19446,2017
PA-402574-SUN-I,0.0052,0.00416,SUN,Chester,PA,19365,2017
PA-402572-SUN-I,0.00312,0.002496,SUN,Chester,PA,19382,2017
PA-402573-SUN-I,0.00572,0.004576,SUN,Bucks,PA,19007,2017
PA-402575-SUN-I,0.01092,0.008736,SUN,Montgomery,PA,19446,2017
PA-402576-SUN-I,0.00806,0.006448,SUN,Chester,PA,19320,2017
PA-402577-SUN-I,0.01742,0.013936,SUN,Bucks,PA,19057,2017
PA-402578-SUN-I,0.004505,0.003604,SUN,Delaware,PA,19342,2017
PA-402579-SUN-I,0.00728,0.005824,SUN,Delaware,PA,19033,2017
PA-402580-SUN-I,0.01976,0.015808,SUN,Chester,PA,19320,2017
PA-402581-SUN-I,0.01612,0.012896,SUN,Bucks,PA,18944,2017
PA-402582-SUN-I,0.00988,0.007904,SUN,Montgomery,PA,19403,2017
PA-402583-SUN-I,0.0039,0.00312,SUN,Montgomery,PA,19403,2017
PA-402539-SUN-I,0.00364,0.002912,SUN,Montgomery,PA,19044,2017
PA-402540-SUN-I,0.00988,0.007904,SUN,Chester,PA,19380,2017
PA-402541-SUN-I,0.003975,0.00318,SUN,Delaware,PA,19076,2017
PA-402543-SUN-I,0.0052,0.00416,SUN,Chester,PA,19320,2017
PA-402542-SUN-I,0.00988,0.007904,SUN,Delaware,PA,19018,2017
PA-402545-SUN-I,0.008745,0.006996,SUN,Chester,PA,19382,2017
PA-402544-SUN-I,0.01066,0.008528,SUN,Chester,PA,19363,2017
PA-402546-SUN-I,0.00936,0.007488,SUN,Bucks,PA,19020,2017
PA-402547-SUN-I,0.00208,0.001664,SUN,Delaware,PA,19061,2017
PA-402548-SUN-I,0.00858,0.006864,SUN,Delaware,PA,19029,2017
PA-402549-SUN-I,0.01612,0.012896,SUN,Chester,PA,19320,2017
PA-402550-SUN-I,0.0104,0.00832,SUN,Chester,PA,19311,2017
PA-402551-SUN-I,0.0052,0.00416,SUN,Chester,PA,19372,2017
PA-402552-SUN-I,0.00702,0.005616,SUN,Delaware,PA,19070,2017
PA-402553-SUN-I,0.00882,0.007056,SUN,Montgomery,PA,19027,2017
PA-402554-SUN-I,0.00936,0.007488,SUN,Chester,PA,19390,2017
PA-402555-SUN-I,0.01612,0.012896,SUN,Bucks,PA,19020,2017
PA-402556-SUN-I,0.00546,0.004368,SUN,Chester,PA,19343,2017
PA-402557-SUN-I,0.01144,0.009152,SUN,Montgomery,PA,19446,2017
PA-402558-SUN-I,0.0052,0.00416,SUN,Delaware,PA,19050,2017
PA-402559-SUN-I,0.009,0.0072,SUN,Union,PA,17837,2017
PA-402560-SUN-I,0.00806,0.006448,SUN,Chester,PA,19363,2017
PA-402561-SUN-I,0.0104,0.00832,SUN,Chester,PA,19372,2017
PA-402562-SUN-I,0.00364,0.002912,SUN,Chester,PA,19312,2017
PA-402520-SUN-I,0.00676,0.005408,SUN,Montgomery,PA,19403,2017
PA-402519-SUN-I,0.00364,0.002912,SUN,Delaware,PA,19060,2017
PA-402521-SUN-I,0.00468,0.003744,SUN,Delaware,PA,19064,2017
PA-402522-SUN-I,0.00728,0.005824,SUN,Chester,PA,19380,2017
PA-402523-SUN-I,0.01248,0.009984,SUN,Chester,PA,19335,2017
PA-402524-SUN-I,0.01014,0.008112,SUN,Chester,PA,19465,2017
PA-402525-SUN-I,0.01066,0.008528,SUN,Bucks,PA,18925,2017
PA-402526-SUN-I,0.00416,0.003328,SUN,Delaware,PA,19036,2017
PA-402527-SUN-I,0.010395,0.008316,SUN,Bucks,PA,18966,2017
PA-402528-SUN-I,0.00364,0.002912,SUN,Delaware,PA,19033,2017
PA-402530-SUN-I,0.0078,0.00624,SUN,Montgomery,PA,19044,2017
PA-402531-SUN-I,0.00962,0.007696,SUN,Montgomery,PA,19040,2017
PA-402529-SUN-I,0.00546,0.004368,SUN,Delaware,PA,19079,2017
PA-402532-SUN-I,0.01222,0.009776,SUN,Bucks,PA,19020,2017
PA-402533-SUN-I,0.0091,0.00728,SUN,Chester,PA,19335,2017
PA-402534-SUN-I,0.01586,0.012688,SUN,Montgomery,PA,19403,2017
PA-402535-SUN-I,0.0078,0.00624,SUN,Bucks,PA,19054,2017
PA-402538-SUN-I,0.00988,0.007904,SUN,Chester,PA,19343,2017
PA-402537-SUN-I,0.00468,0.003744,SUN,Montgomery,PA,19428,2017
PA-402536-SUN-I,0.00728,0.005824,SUN,Montgomery,PA,19012,2017
PA-402517-SUN-I,0.00598,0.004784,SUN,Bucks,PA,19020,2017
PA-402518-SUN-I,0.00416,0.003328,SUN,Chester,PA,19350,2017
PA-402509-SUN-I,0.00644,0.005152,SUN,Berks,PA,19611,2017
PA-402510-SUN-I,0.0091,0.00728,SUN,Allegheny,PA,15132,2017
PA-402508-SUN-I,0.0078,0.00624,SUN,Delaware,PA,19014,2017
PA-402511-SUN-I,0.00884,0.007072,SUN,Montgomery,PA,19044,2017
PA-402512-SUN-I,0.00884,0.007072,SUN,Delaware,PA,19073,2017
PA-402513-SUN-I,0.00364,0.002912,SUN,Delaware,PA,19014,2017
PA-402514-SUN-I,0.0052,0.00416,SUN,Bucks,PA,19054,2017
PA-402515-SUN-I,0.00728,0.005824,SUN,Bucks,PA,19057,2017
PA-402516-SUN-I,0.00728,0.005824,SUN,Montgomery,PA,19401,2017
PA-402503-SUN-I,0.00572,0.004576,SUN,Philadelphia,PA,19115,2017
PA-402507-SUN-I,0.01281,0.010248,SUN,Philadelphia,PA,19106,2017
PA-402496-SUN-I,0.00754,0.006032,SUN,Philadelphia,PA,19116,2017
PA-402505-SUN-I,0.00494,0.003952,SUN,Bucks,PA,19067,2017
PA-402491-SUN-I,0.01386,0.011088,SUN,York,PA,17360,2017
PA-402494-SUN-I,0.00806,0.006448,SUN,Northampton,PA,18045,2017
PA-402495-SUN-I,0.00494,0.003952,SUN,Monroe,PA,18302,2017
PA-402497-SUN-I,0.00936,0.007488,SUN,Monroe,PA,18372,2017
PA-402500-SUN-I,0.01456,0.011648,SUN,Monroe,PA,18372,2017
PA-402493-SUN-I,0.00806,0.006448,SUN,Bucks,PA,19057,2017
PA-402492-SUN-I,0.0078,0.00624,SUN,Bucks,PA,19030,2017
PA-402499-SUN-I,0.00832,0.006656,SUN,Beaver,PA,15001,2017
PA-402502-SUN-I,0.00702,0.005616,SUN,Northampton,PA,18040,2017
PA-402504-SUN-I,0.01222,0.009776,SUN,York,PA,17368,2017
PA-402498-SUN-I,0.00442,0.003536,SUN,Berks,PA,19606,2017
PA-402501-SUN-I,0.00598,0.004784,SUN,Allegheny,PA,15122,2017
PA-402506-SUN-I,0.0081,0.00648,SUN,Allegheny,PA,15213,2017
PA-402466-SUN-I,0.00936,0.007488,SUN,York,PA,17406,2017
PA-402467-SUN-I,0.00442,0.003536,SUN,Allegheny,PA,15203,2017
PA-402468-SUN-I,0.013,0.0104,SUN,Allegheny,PA,15208,2017
PA-402469-SUN-I,0.00884,0.007072,SUN,Berks,PA,19560,2017
PA-402470-SUN-I,0.007,0.0056,SUN,Lebanon,PA,17073,2017
PA-402471-SUN-I,0.01323,0.010584,SUN,Monroe,PA,18466,2017
PA-402472-SUN-I,0.00756,0.006048,SUN,Allegheny,PA,15235,2017
PA-402473-SUN-I,0.01827,0.014616,SUN,Pike,PA,18337,2017
PA-402474-SUN-I,0.00754,0.006032,SUN,Berks,PA,19606,2017
PA-402475-SUN-I,0.00624,0.004992,SUN,Allegheny,PA,15234,2017
PA-402476-SUN-I,0.0065,0.0052,SUN,Allegheny,PA,15243,2017
PA-402477-SUN-I,0.0052,0.00416,SUN,Allegheny,PA,15236,2017
PA-402478-SUN-I,0.0026,0.00208,SUN,Allegheny,PA,15108,2017
PA-402479-SUN-I,0.00598,0.004784,SUN,York,PA,17362,2017
PA-402480-SUN-I,0.0104,0.00832,SUN,Lehigh,PA,18052,2017
PA-402481-SUN-I,0.00546,0.004368,SUN,Bucks,PA,19057,2017
PA-402482-SUN-I,0.00546,0.004368,SUN,Delaware,PA,19078,2017
PA-402483-SUN-I,0.01404,0.011232,SUN,Chester,PA,19343,2017
PA-402484-SUN-I,0.0039,0.00312,SUN,Chester,PA,19320,2017
PA-402485-SUN-I,0.00806,0.006448,SUN,Montgomery,PA,19044,2017
PA-402486-SUN-I,0.00598,0.004784,SUN,Bucks,PA,19020,2017
PA-402487-SUN-I,0.01144,0.009152,SUN,Montgomery,PA,19473,2017
PA-402488-SUN-I,0.00988,0.007904,SUN,Chester,PA,19320,2017
PA-402489-SUN-I,0.00286,0.002288,SUN,Delaware,PA,19033,2017
PA-402490-SUN-I,0.00494,0.003952,SUN,Montgomery,PA,19426,2017
PA-402054-SUN-I,0.03341,0.026728,SUN,Montour,PA,17821,2017
PA-402454-SUN-I,0.00696,0.005568,SUN,Montgomery,PA,19403,2017
PA-402455-SUN-I,0.0143,0.01144,SUN,Bucks,PA,18966,2017
PA-402456-SUN-I,0.00572,0.004576,SUN,York,PA,17406,2017
PA-402457-SUN-I,0.0026,0.00208,SUN,Allegheny,PA,15056,2017
PA-402458-SUN-I,0.00208,0.001664,SUN,Beaver,PA,15061,2017
PA-402459-SUN-I,0.00936,0.007488,SUN,Berks,PA,19601,2017
PA-402460-SUN-I,0.00884,0.007072,SUN,York,PA,17362,2017
PA-402461-SUN-I,0.03744,0.029952,SUN,Lancaster,PA,17560,2017
PA-402462-SUN-I,0.00468,0.003744,SUN,Allegheny,PA,15227,2017
PA-402463-SUN-I,0.00624,0.004992,SUN,Allegheny,PA,15209,2017
PA-402464-SUN-I,0.0117,0.00936,SUN,York,PA,17362,2017
PA-402465-SUN-I,0.00196,0.001568,SUN,Dauphin,PA,17111,2017
PA-402447-SUN-I,0.0117,0.00936,SUN,Northampton,PA,18064,2017
PA-402444-SUN-I,0.00315,0.00252,SUN,Delaware,PA,19063,2017
PA-402445-SUN-I,0.01008,0.008064,SUN,Adams,PA,17304,2017
PA-402443-SUN-I,0.0168,0.01344,SUN,Lancaster,PA,17552,2017
PA-402442-SUN-I,0.009135,0.007308,SUN,Monroe,PA,18302,2017
PA-402430-SUN-I,0.0104,0.00832,SUN,Lancaster,PA,17601,2017
PA-402431-SUN-I,0.00702,0.005616,SUN,Cumberland,PA,17013,2017
PA-402432-SUN-I,0.01092,0.008736,SUN,York,PA,17402,2017
PA-402433-SUN-I,0.00442,0.003536,SUN,Allegheny,PA,15227,2017
PA-402434-SUN-I,0.00784,0.006272,SUN,Dauphin,PA,17110,2017
PA-402435-SUN-I,0.00312,0.002496,SUN,Allegheny,PA,15226,2017
PA-402436-SUN-I,0.01196,0.009568,SUN,Allegheny,PA,15108,2017
PA-402437-SUN-I,0.0112,0.00896,SUN,Dauphin,PA,17111,2017
PA-402438-SUN-I,0.01232,0.009856,SUN,Monroe,PA,18466,2017
PA-402439-SUN-I,0.0104,0.00832,SUN,Cumberland,PA,17055,2017
PA-402440-SUN-I,0.00832,0.006656,SUN,Lehigh,PA,18052,2017
PA-402441-SUN-I,0.01876,0.015008,SUN,Chester,PA,19310,2017
PA-402446-SUN-I,0.013,0.0104,SUN,Bucks,PA,19020,2017
PA-402448-SUN-I,0.01218,0.009744,SUN,Bucks,PA,19047,2017
PA-402449-SUN-I,0.0058,0.00464,SUN,Bucks,PA,19007,2017
PA-402450-SUN-I,0.00702,0.005616,SUN,Allegheny,PA,15212,2017
PA-402451-SUN-I,0.01792,0.014336,SUN,York,PA,17361,2017
PA-402453-SUN-I,0.01508,0.012064,SUN,Bucks,PA,19021,2017
PA-402452-SUN-I,0.00572,0.004576,SUN,Monroe,PA,18301,2017
PA-402427-SUN-I,0.00988,0.007904,SUN,Cumberland,PA,17050,2017
PA-402412-SUN-I,0.00988,0.007904,SUN,Bucks,PA,18966,2017
PA-402411-SUN-I,0.00598,0.004784,SUN,Philadelphia,PA,19153,2017
PA-402414-SUN-I,0.00858,0.006864,SUN,Bucks,PA,18972,2017
PA-402409-SUN-I,0.0078,0.00624,SUN,Bucks,PA,19020,2017
PA-402410-SUN-I,0.00416,0.003328,SUN,Allegheny,PA,15108,2017
PA-402413-SUN-I,0.01288,0.010304,SUN,Dauphin,PA,17111,2017
PA-402415-SUN-I,0.00504,0.004032,SUN,Perry,PA,17068,2017
PA-402416-SUN-I,0.0195,0.0156,SUN,Lehigh,PA,18062,2017
PA-402417-SUN-I,0.00676,0.005408,SUN,Allegheny,PA,15102,2017
PA-402418-SUN-I,0.01848,0.014784,SUN,Dauphin,PA,17110,2017
PA-402419-SUN-I,0.00884,0.007072,SUN,Allegheny,PA,15108,2017
PA-402420-SUN-I,0.01716,0.013728,SUN,Chester,PA,19335,2017
PA-402421-SUN-I,0.0057,0.00456,SUN,Perry,PA,17068,2017
PA-402422-SUN-I,0.00832,0.006656,SUN,Bucks,PA,18960,2017
PA-402423-SUN-I,0.00468,0.003744,SUN,Lancaster,PA,17601,2017
PA-402424-SUN-I,0.00832,0.006656,SUN,Monroe,PA,18301,2017
PA-402425-SUN-I,0.00806,0.006448,SUN,Allegheny,PA,15243,2017
PA-402426-SUN-I,0.00962,0.007696,SUN,Lancaster,PA,17603,2017
PA-402428-SUN-I,0.0042,0.00336,SUN,Lancaster,PA,17603,2017
PA-402429-SUN-I,0.0039,0.00312,SUN,Allegheny,PA,15212,2017
PA-402405-SUN-I,0.00806,0.006448,SUN,Bucks,PA,19020,2017
PA-402406-SUN-I,0.00676,0.005408,SUN,Bucks,PA,19057,2017
PA-402407-SUN-I,0.0052,0.00416,SUN,Allegheny,PA,15234,2017
PA-402408-SUN-I,0.00624,0.004992,SUN,Allegheny,PA,15220,2017
PA-402404-SUN-I,0.0091,0.00728,SUN,Northampton,PA,18045,2017
PA-402396-SUN-I,0.01378,0.011024,SUN,Allegheny,PA,15238,2017
PA-402395-SUN-I,0.00988,0.007904,SUN,Montgomery,PA,18054,2017
PA-402400-SUN-I,0.00741,0.005928,SUN,Delaware,PA,19081,2017
PA-402397-SUN-I,0.01924,0.015392,SUN,Perry,PA,17068,2017
PA-402398-SUN-I,0.01988,0.015904,SUN,Montgomery,PA,19440,2017
PA-402399-SUN-I,0.0065,0.0052,SUN,Lebanon,PA,17046,2017
